label,message,message_length,word_count,char_count,uppercase_count,uppercase_ratio,exclamation_count,question_count,has_currency,has_numbers,has_url,has_email,processed_message_stem,processed_message_lemma
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),139,32,139,3,0.02158273381294964,0,0,0,0,0,0,wud never mind miss need wil realli hurt wen need amp tell take care,wud never mind miss need wil really hurt wen need amp tell take care
ham,Hey mr whats the name of that bill brison book the one about language and words ,80,16,80,1,0.0125,0,0,0,0,0,0,hey what name bill brison book one languag word,hey whats name bill brison book one language word
ham,"Okay, good, no problem, and thanx!",34,6,34,1,0.029411764705882353,1,0,0,0,0,0,okay good problem thanx,okay good problem thanx
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",290,59,290,7,0.02413793103448276,0,0,0,0,0,0,inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas dont tri bullshit make want listen less,information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please dont try bullshit make want listen less
ham,Call me when u're done...,25,5,25,1,0.04,0,0,0,0,0,0,call ure done,call ure done
ham,G.W.R,5,1,5,3,0.6,0,0,0,0,0,0,gwr,gwr
ham,You best watch what you say cause I get drunk as a motherfucker,63,13,63,2,0.031746031746031744,0,0,0,0,0,0,best watch say caus get drunk motherfuck,best watch say cause get drunk motherfucker
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,74,15,74,12,0.16216216216216217,0,0,0,1,0,0,kit strip bill netcollex ltd box oja,kit strip billed netcollex ltd box oja
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,25,155,26,0.16774193548387098,1,0,0,1,1,0,hmv bonu special pound genuin hmv voucher answer easi question play send hmv info,hmv bonus special pound genuine hmv voucher answer easy question play send hmv info
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,81,13,81,5,0.06172839506172839,0,0,0,1,0,0,pleas call immedi urgent messag wait,please call immediately urgent message waiting
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,138,20,138,0,0.0,0,3,0,0,0,0,thesmszonecom let send free anonym mask messagesim send messag theredo see potenti abus,thesmszonecom let send free anonymous masked messagesim sending message theredo see potential abuse
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",160,23,160,29,0.18125,1,0,1,1,0,0,well done costa del sol holiday await collect call toclaim sae tc pobox stockport skxh maxmin,well done costa del sol holiday await collection call toclaim sae tc pobox stockport skxh maxmins
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,35,153,34,0.2222222222222222,0,0,0,0,0,0,hurt teas make cri end life die plz keep one rose grave say stupid miss nice day bslvyl,hurt tease make cry end life die plz keep one rose grave say stupid miss nice day bslvyl
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",104,17,104,3,0.028846153846153848,0,0,0,0,0,0,erm woodland avenu somewher get parish magazin telephon number,erm woodland avenue somewhere get parish magazine telephone number
ham,Are there TA jobs available? Let me know please cos i really need to start working,82,16,82,4,0.04878048780487805,0,1,0,0,0,0,job avail let know pleas co realli need start work,job available let know please co really need start working
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,74,18,74,2,0.02702702702702703,0,0,0,1,0,0,aiyar hard type later free tell call scold tell,aiyar hard type later free tell call scold tell
ham,Yup i'm free...,15,3,15,1,0.06666666666666667,0,0,0,0,0,0,yup free,yup free
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",77,13,77,3,0.03896103896103896,1,1,0,0,0,0,good good billi mate gone jog enjoy concert,good good billy mate gone jogging enjoy concert
ham,Yo come over carlos will be here soon,37,8,37,1,0.02702702702702703,0,0,0,0,0,0,come carlo soon,come carlos soon
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,129,28,129,3,0.023255813953488372,2,0,0,0,1,0,awww sweet think someth nice time tonight ill probabl text later co lone xxx,awww sweet think something nice time tonight ill probably text later co lonely xxx
ham,I guess it is useless calling u 4 something important.,54,10,54,1,0.018518518518518517,0,0,0,1,0,0,guess useless call someth import,guess useless calling something important
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,63,14,63,2,0.031746031746031744,1,0,0,0,0,0,pop loo hello hello,popped loo helloed hello
ham,He dint tell anything. He is angry on me that why you told to abi.,66,15,66,2,0.030303030303030304,0,0,0,0,0,0,dint tell anyth angri told abi,dint tell anything angry told abi
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,25,134,19,0.1417910447761194,1,1,0,1,0,0,someon know ask date servic contact guess call reveal box,someone know asked dating service contact guess call revealed box
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,329,62,329,6,0.0182370820668693,0,0,0,1,0,0,happen waxsto want come ill get medic insur shell abl deliv basic care current shop right medic insur give til friday morn that ill see major person guid right insur,happens waxsto want come ill get medical insurance shell able deliver basic care currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
ham,I keep ten rs in my shelf:) buy two egg.,40,10,40,1,0.025,0,0,0,0,0,0,keep ten shelf buy two egg,keep ten shelf buy two egg
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",86,19,86,2,0.023255813953488372,0,1,0,0,0,0,wasnt well babe swollen gland throat end,wasnt well babe swollen gland throat end
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,82,16,82,2,0.024390243902439025,0,1,0,1,0,0,chang report big co ive alreadi made chang previou report,change report big co ive already made change previous report
ham,Captain is in our room:),24,5,24,1,0.041666666666666664,0,0,0,0,0,0,captain room,captain room
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",111,22,111,3,0.02702702702702703,0,0,0,0,0,0,cant speak bcaz mobil problem listen cannt listen voic call later,cant speak bcaz mobile problem listen cannt listen voice call later
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,156,37,156,115,0.7371794871794872,1,1,0,1,0,0,hiya stu wot much trubl home moment evon hate even wot hell done tell text bck pleas love dan,hiya stu wot much truble home moment evone hate even wot hell done tell text bck please love dan
ham,S...i will take mokka players only:),36,6,36,1,0.027777777777777776,0,0,0,0,0,0,take mokka player,take mokka player
ham,Are you still playing with gautham?,35,6,35,1,0.02857142857142857,0,1,0,0,0,0,still play gautham,still playing gautham
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,112,26,112,4,0.03571428571428571,1,0,0,0,0,0,hey go sea view coupl gay mean game give bell finish,hey going sea view couple gay mean game give bell finish
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",72,14,72,2,0.027777777777777776,0,0,0,0,0,0,jason say he gon around ill around ltgt,jason say he gon around ill around ltgt
ham,Sorry . I will be able to get to you. See you in the morning.,61,15,61,3,0.04918032786885246,0,0,0,0,0,0,sorri abl get see morn,sorry able get see morning
ham,Aight well keep me informed,27,5,27,1,0.037037037037037035,0,0,0,0,0,0,aight well keep inform,aight well keep informed
ham,I am not having her number sir,30,7,30,1,0.03333333333333333,0,0,0,0,0,0,number sir,number sir
ham,Am only searching for good dual sim mobile pa.,46,9,46,1,0.021739130434782608,0,0,0,0,0,0,search good dual sim mobil,searching good dual sim mobile
ham,That seems unnecessarily hostile,32,4,32,1,0.03125,0,0,0,0,0,0,seem unnecessarili hostil,seems unnecessarily hostile
ham,Dude got a haircut. Now its breezy up there,43,9,43,2,0.046511627906976744,0,0,0,0,0,0,dude got haircut breezi,dude got haircut breezy
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",161,26,161,6,0.037267080745341616,2,0,0,1,0,0,congrat mobil videophon call videochat wid mate play java game dload polyh music nolin rentl,congrats mobile videophones call videochat wid mate play java game dload polyh music noline rentl
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),154,21,154,27,0.17532467532467533,0,0,0,1,0,0,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problm litr watrdayno diseas snd th care,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litre watrdayno disease snd th care
ham,i thought we were doing a king of the hill thing there.,55,12,55,0,0.0,0,0,0,0,0,0,thought king hill thing,thought king hill thing
ham,Nope i'll come online now..,27,5,27,1,0.037037037037037035,0,0,0,0,0,0,nope ill come onlin,nope ill come online
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,35,7,35,29,0.8285714285714286,0,0,0,0,0,0,also tell said happi birthday,also tell said happy birthday
ham,Y bishan lei... I tot ü say lavender? ,38,8,38,2,0.05263157894736842,0,1,0,0,0,0,bishan lei tot say lavend,bishan lei tot say lavender
ham,Boo what time u get out? U were supposed to take me shopping today. :(,70,15,70,2,0.02857142857142857,0,1,0,0,0,0,boo time get suppos take shop today,boo time get supposed take shopping today
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",115,22,115,2,0.017391304347826087,1,1,0,1,0,0,sound like manki scous boy stevelik travel bu homewot inmind recreat eve,sound like manky scouse boy stevelike travelling bus homewot inmind recreation eve
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",68,13,68,2,0.029411764705882353,0,0,0,0,0,0,fyi take quick shower epsilon like ltgt min,fyi taking quick shower epsilon like ltgt min
ham,on a Tuesday night r u 4 real,29,8,29,1,0.034482758620689655,0,0,0,1,0,0,tuesday night real,tuesday night real
ham,Yes when is the appt again?,27,6,27,1,0.037037037037037035,0,1,0,0,0,0,ye appt,yes appt
ham,Just got outta class gonna go gym.,34,7,34,1,0.029411764705882353,0,0,0,0,0,0,got outta class gon gym,got outta class gon gym
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,66,13,66,3,0.045454545454545456,0,0,0,0,0,0,want sent ltgt mesag today that sorri hurt,want sent ltgt mesages today thats sorry hurt
ham,Ü all write or wat..,20,5,20,0,0.0,0,0,0,0,0,0,write,write
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,139,27,139,4,0.02877697841726619,2,0,0,1,0,0,wouldnt say didnt read anyth way seem dont like judgementali save friday pub,wouldnt say didnt read anything way seemed dont like judgementali save friday pub
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,150,33,150,3,0.02,0,1,0,1,0,0,valentin game send messag friend answer someon realli love que colour suit best,valentine game send message friend answer someone really love ques colour suit best
ham,Hi:)did you asked to waheeda fathima about leave?,49,8,49,1,0.02040816326530612,0,1,0,0,0,0,hidid ask waheeda fathima leav,hidid asked waheeda fathima leave
ham,Enjoy urself tmr...,19,3,19,1,0.05263157894736842,0,0,0,0,0,0,enjoy urself tmr,enjoy urself tmr
ham,You still around? I could use a half-8th,40,8,40,2,0.05,0,1,0,1,0,0,still around could use halfth,still around could use halfth
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,25,145,5,0.034482758620689655,0,0,0,1,0,0,secret admir look make contact ufind rreveal think specialcal,secret admirer looking make contact ufind rreveal think specialcall
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,113,24,113,3,0.02654867256637168,0,0,0,0,0,0,give back proof ltgt allow work come home within day,give back proof ltgt allow work come home within day
ham,Ü bot notes oredi... Cos i juz rem i got...,43,10,43,1,0.023255813953488372,0,0,0,0,0,0,bot note oredi co juz rem got,bot note oredi co juz rem got
ham,Yes. Rent is very expensive so its the way we save.,51,11,51,2,0.0392156862745098,0,0,0,0,0,0,ye rent expens way save,yes rent expensive way save
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156,31,156,3,0.019230769230769232,0,0,0,0,0,0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
ham,Hows the pain dear?y r u smiling?,33,7,33,1,0.030303030303030304,0,2,0,0,0,0,how pain deari smile,hows pain deary smiling
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",157,29,157,1,0.006369426751592357,0,0,0,1,0,0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit,fun fact although would think armand would eventually build tolerance shit considering much smoke get fucked like hit
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,163,22,163,35,0.2147239263803681,2,0,0,1,1,0,import inform orang user xxxxxxx today lucki dayfind log onto there fantast surpris await,important information orange user xxxxxxx today lucky dayfind log onto there fantastic surprise awaiting
ham,"Sorry, I can't help you on this.",32,7,32,2,0.0625,0,0,0,0,0,0,sorri cant help,sorry cant help
ham,Great. So should i send you my account number.,46,9,46,2,0.043478260869565216,0,0,0,0,0,0,great send account number,great send account number
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",142,32,142,104,0.7323943661971831,0,1,0,1,0,0,hellogorg how fone charg lst nitw wen texd hopeu nice wkend sure lookin ward cin mrw love jaz,hellogorgeous hows fone charge lst nitw wen texd hopeu nice wkend sure lookin ward cin mrw love jaz
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",126,23,126,15,0.11904761904761904,1,0,0,1,0,0,date servic ask contact someon shi call reveal pobox,dating service asked contact someone shy call revealed pobox
ham,Ü only send me the contents page...,35,7,35,0,0.0,0,0,0,0,0,0,send content page,send content page
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",117,22,117,7,0.05982905982905983,3,0,0,0,0,0,night sweet sleep well ive see exorc emili rose may never sleep hug snog,night sweet sleep well ive see exorcism emily rose may never sleep hug snogs
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",90,19,90,16,0.17777777777777778,0,0,0,1,0,0,dont think got think use got good,dont think got think use got good
ham,"I can't right this second, gotta hit people up first",52,10,52,1,0.019230769230769232,0,0,0,0,0,0,cant right second got hit peopl first,cant right second got hit people first
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",180,33,180,16,0.08888888888888889,0,0,0,1,0,0,evri emot dsnt hav wordsevri wish dsnt hav prayr smile world wit uothrwis even drop tear dsnt lik stay wit uso happi good morn keep smile,evry emotion dsnt hav wordsevry wish dsnt hav prayrs smiled world wit uothrwise even drop tear dsnt lik stay wit uso happy good morning keep smiling
ham,So what about you. What do you remember,39,8,39,2,0.05128205128205128,0,0,0,0,0,0,rememb,remember
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,87,13,87,3,0.034482758620689655,0,0,0,0,0,0,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
ham,Mm yes dear look how i am hugging you both. :-P,47,11,47,2,0.0425531914893617,0,0,0,0,0,0,ye dear look hug,yes dear look hugging
ham,I like dis sweater fr mango but no more my size already so irritating.,70,14,70,1,0.014285714285714285,0,0,0,0,0,0,like sweater mango size alreadi irrit,like sweater mango size already irritating
ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,121,26,121,1,0.008264462809917356,0,0,0,1,0,0,dont number gon massiv pain ass rather get involv that possibl,dont number gon massive pain as rather get involved thats possible
ham,Anytime lor...,14,2,14,1,0.07142857142857142,0,0,0,0,0,0,anytim lor,anytime lor
spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,135,25,135,21,0.15555555555555556,0,4,0,1,0,0,want new video handset time network min unlimit text camcord repli call del sat,want new video handset time network min unlimited text camcorder reply call del sat
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,142,23,142,3,0.02112676056338028,0,0,0,0,0,0,puriti friendship two smile read forward messageit smile see name gud evng,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",132,28,132,15,0.11363636363636363,1,1,1,1,0,0,balanc next question complet landmark big bob barri ben text good luck,balance next question complete landmark big bob barry ben text good luck
ham,Me fine..absolutly fine,23,3,23,1,0.043478260869565216,0,0,0,0,0,0,fineabsolutli fine,fineabsolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V,64,15,64,3,0.046875,0,0,0,0,0,0,your sure dont consent form,youre sure dont consent form
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,145,23,145,18,0.12413793103448276,0,0,1,1,1,0,tonex subscript renew charg choos poli month bill messag,tonexs subscription renewed charged choose polys month billing message
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",144,27,144,12,0.08333333333333333,0,0,0,1,1,0,dont prize anoth custom pmin polo ltd suit london pleas call back busi,dont prize another customer pmin polo ltd suite london please call back busy
ham,How much is torch in 9ja.,25,6,25,1,0.04,0,0,0,1,0,0,much torch,much torch
ham,"Doing nothing, then u not having dinner w us?",45,9,45,1,0.022222222222222223,0,1,0,0,0,0,noth dinner,nothing dinner
ham,How are you. Just checking up on you,36,8,36,2,0.05555555555555555,0,0,0,0,0,0,check,checking
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,99,19,99,2,0.020202020202020204,0,0,0,0,0,0,done internet connect slow send tri later first thing tomo,done internet connection slow send try later first thing tomo
ham,Mathews or tait or edwards or anderson,38,7,38,1,0.02631578947368421,0,0,0,0,0,0,mathew tait edward anderson,mathews tait edward anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,142,28,142,1,0.007042253521126761,0,1,0,0,0,0,yeah sure thing mate haunt got stuff sort go sound anyway promot hex way know number joke,yeah sure thing mate haunt got stuff sorted going sound anyway promoting hex way know number joke
ham,No need lar i go engin? Cos my sis at arts today...,51,12,51,2,0.0392156862745098,0,1,0,0,0,0,need lar engin co si art today,need lar engin co si art today
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,163,32,163,2,0.012269938650306749,1,0,0,1,0,0,thank honey still havent heard anyth leav bit longer crowd tri later great advic thank hope cardiff still,thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,156,29,156,22,0.14102564102564102,0,1,0,1,0,0,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",146,27,146,3,0.02054794520547945,0,1,0,0,0,0,snowboard trip wonder plan get everyon togeth befor goa meet greet kind affair cheer,snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheer
ham,S.i'm watching it in live..,27,5,27,1,0.037037037037037035,0,0,0,0,0,0,sim watch live,sim watching live
ham,"see you then, we're all christmassy here!",41,7,41,0,0.0,1,0,0,0,0,0,see christmassi,see christmassy
ham,"K I'm ready,  &lt;#&gt; ?",25,5,25,2,0.08,0,1,0,0,0,0,readi ltgt,ready ltgt
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,29,151,7,0.046357615894039736,1,1,0,0,0,0,know god creat gap finger one made come amp fill gap hold hand love,know god created gap finger one made come amp fill gap holding hand love
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,15,85,1,0.011764705882352941,0,0,0,0,0,0,greatest test courag earth bear defeat without lose heartgn,greatest test courage earth bear defeat without losing heartgn
ham,what are your new years plans?,30,6,30,0,0.0,0,1,0,0,0,0,new year plan,new year plan
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,72,12,72,8,0.1111111111111111,0,0,0,1,0,0,recpt order rington order process,recpt ordered ringtone order processed
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,60,14,60,5,0.08333333333333333,5,0,0,0,0,0,baaaaaaaab wake miss crave need,baaaaaaaabe wake miss crave need
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",74,14,74,3,0.04054054054054054,0,0,0,0,0,0,got messag ignor ye shop,got message ignoring yes shopping
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,61,14,61,2,0.03278688524590164,0,0,0,0,0,0,dear mood drive brother drive,dear mood drive brother drive
ham,When did dad get back.,22,5,22,1,0.045454545454545456,0,0,0,0,0,0,dad get back,dad get back
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",408,70,408,8,0.0196078431372549,0,0,0,0,0,0,tell shola pleas colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand,tell shola please college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rate new zealand
ham,Yes just finished watching days of our lives. I love it.,56,11,56,2,0.03571428571428571,0,0,0,0,0,0,ye finish watch day live love,yes finished watching day life love
ham,Juz go google n search 4 qet...,31,7,31,1,0.03225806451612903,0,0,0,1,0,0,juz googl search qet,juz google search qet
ham,Many times we lose our best ones bcoz we are ,45,10,45,1,0.022222222222222223,0,0,0,0,0,0,mani time lose best one bcoz,many time lose best one bcoz
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",138,22,138,36,0.2608695652173913,0,0,0,1,0,0,good friend care close friend understand true friend stay forev beyond word beyond time gud,good friend care close friend understand true friend stay forever beyond word beyond time gud
ham,Just getting back home,22,4,22,1,0.045454545454545456,0,0,0,0,0,0,get back home,getting back home
ham,"Sorry, I'll call later  &lt;#&gt; mins",38,6,38,2,0.05263157894736842,0,0,0,0,0,0,sorri ill call later ltgt min,sorry ill call later ltgt min
ham,Dun need to use dial up juz open da browser n surf...,53,12,53,1,0.018867924528301886,0,0,0,0,0,0,dun need use dial juz open browser surf,dun need use dial juz open browser surf
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,132,25,132,13,0.09848484848484848,0,0,0,1,0,0,one regist subscrib enter draw gift voucher repli enter unsubscrib text stop,one registered subscriber enter draw gift voucher replying enter unsubscribe text stop
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,19,93,2,0.021505376344086023,0,0,0,0,0,0,awesom plan get time like ltgt ill text detail wee bit,awesome plan get time like ltgt ill text detail wee bit
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,283,50,283,23,0.0812720848056537,0,0,0,0,0,0,take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor role life,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversation usget convinced timeyour family many sensesrespect overemphasiseor role life
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",81,15,81,13,0.16049382716049382,0,0,0,0,0,0,chanc win free bluetooth headset simpli repli back adp,chance win free bluetooth headset simply reply back adp
ham,You also didnt get na hi hi hi hi hi,36,10,36,1,0.027777777777777776,0,0,0,0,0,0,also didnt get,also didnt get
ham,Ya but it cant display internal subs so i gotta extract them,60,12,60,1,0.016666666666666666,0,0,0,0,0,0,display intern sub got extract,display internal sub got extract
ham,If i said anything wrong sorry de:-),36,7,36,1,0.027777777777777776,0,0,0,0,0,0,said anyth wrong sorri,said anything wrong sorry
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,35,154,11,0.07142857142857142,0,0,0,0,0,0,sad stori man last week bday wife didnt wish parent forgot kid went work even colleagu wish,sad story man last week bday wife didnt wish parent forgot kid went work even colleague wish
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,103,20,103,2,0.019417475728155338,0,0,0,0,0,0,stupid say challeng godyou think write instead respond im,stupid say challenge godyou think write instead respond immed
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",65,15,65,4,0.06153846153846154,0,0,0,0,0,0,yeah abl ill text readi meet,yeah able ill text ready meet
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,149,30,149,2,0.013422818791946308,0,0,0,0,0,0,skint fanci bevieswaz gona meet othr spoon jst bin watchng planet earthsofa comfey make hav night,skint fancied bevieswaz gona meet othrs spoon jst bin watchng planet earthsofa comfey make hav night
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",200,41,200,4,0.02,1,2,0,1,0,0,say he quit leasttim day wudnt take much notic nah didnt mind gon see want come taunton tonight tell,say he quitting leasttimes day wudnt take much notice nah didnt mind gon see want come taunton tonight tell
ham,"When you get free, call me",26,6,26,1,0.038461538461538464,0,0,0,0,0,0,get free call,get free call
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,122,23,122,3,0.02459016393442623,0,2,0,0,0,0,littl darl far week need coffe run tomoc believ time week alreadi,little darling far week need coffee run tomocant believe time week already
ham,Ok i msg u b4 i leave my house.,31,9,31,1,0.03225806451612903,0,0,0,1,0,0,messag leav hous,message leave house
ham,Still at west coast... Haiz... Ü'll take forever to come back...,64,11,64,2,0.03125,0,0,0,0,0,0,still west coast haiz üll take forev come back,still west coast haiz üll take forever come back
